Road Team            Home Team            Predicted    Close        Game Dif     W/L          Absolute Error
Liberty              Louisiana Tech       -9.90        1.5          -6           WIN          3.90
Sam Houston          Middle Tennessee     -5.26        -6.5         -14          LOSS         8.74
Alabama A&M          Texas Southern       -4.62        -4.0         -17          WIN          12.38
Duke                 North Carolina       5.06         7.0          7            PUSH         1.94
Syracuse             Notre Dame           -35.70       -36.5        -63          LOSS         27.30
Alcorn State         Jackson State        -18.57       -18.5        -6           LOSS         12.57
Arkansas             Texas                -11.32       -9.5         -15          WIN          3.68
East Carolina        UTSA                 6.34         1.5          -34          LOSS         40.34
Jax State            FIU                  -0.57        -1.5         -6           LOSS         5.43
Bethune-Cookman      Florida A&M          5.82         2.5          4            WIN          1.82
Norfolk State        Howard               -4.01        -3.5         -29          WIN          24.99
Kentucky             Vanderbilt           -4.48        -7.5         -28          LOSS         23.52
Michigan State       Iowa                 -18.51       -17.5        -3           LOSS         15.51
St. Thomas           North Dakota State   -35.30       -32.5        -55          WIN          19.70
Southern Miss        South Alabama        6.79         2.5          -7           LOSS         13.79
USC                  Oregon               -9.05        -10.5        -15          LOSS         5.95
Tulane               Temple               16.36        7.5          24           WIN          7.64
McNeese              Lamar                -13.09       -13.5        2            WIN          15.09
Idaho State          Idaho                4.65         -2.5         21           WIN          16.35
Michigan             Maryland             7.62         14.0         25           LOSS         17.38
Oklahoma State       UCF                  -14.76       -13.5        -3           LOSS         11.76
Georgia State        Troy                 -8.50        -9.5         -12          LOSS         3.50
Sac State            UC Davis             -11.72       -4.5         -4           LOSS         7.72
Georgetown           Holy Cross           -10.44       -4.5         -35          WIN          24.56
TCU                  Houston              -0.33        1.5          3            LOSS         3.33
Kansas State         Utah                 -19.67       -17.5        -4           LOSS         15.67
Eastern Kentucky     Utah Tech            1.06         6.5          23           LOSS         21.94
Coastal Carolina     South Carolina       -22.93       -24.5        -44          LOSS         21.07
Furman               Clemson              -37.42       -41.5        -35          WIN          2.42
Abilene Christian    Central Arkansas     15.41        7.5          21           WIN          5.59
Louisiana-Monroe     Texas State          -18.90       -20.5        -17          WIN          1.90
Eastern Washington   Cal Poly             -10.55       -2.5         -9           WIN          1.55
Austin Peay          Tarleton State       -15.38       -18.5        -1           WIN          14.38
East Texas A&M       UTRGV                -7.76        -13.5        0            WIN          7.76
New Mexico           Air Force            2.70         3.5          17           LOSS         14.30
Colorado State       Boise State          -23.10       -17.5        -28          WIN          4.90
Pitt                 Georgia Tech         -0.39        -2.5         14           WIN          14.39
Nebraska             Penn State           -0.96        -7.5         -27          LOSS         26.04
North Texas          Rice                 24.75        18.5         32           WIN          7.25
Tennessee            Florida              7.64         3.5          20           WIN          12.36
Illinois             Wisconsin            13.71        8.5          -17          LOSS         30.71
Cal                  Stanford             1.06         4.5          -21          WIN          22.06
Western Kentucky     LSU                  -29.37       -24.5        -3           LOSS         26.37
BYU                  Cincinnati           2.73         2.5          12           WIN          9.27
Arizona State        Colorado             6.03         7.0          25           LOSS         18.97
Washington           UCLA                 19.16        10.5         34           WIN          14.84
Utah State           Fresno State         2.81         -2.5         11           WIN          8.19
San Jose State       San Diego State      -22.21       -10.5        -22          WIN          0.21

Bowling Green        UMass                        18.43         13.5           31WIN                  12.57
Western Michigan     Eastern Michigan             14.13          9.5           10WIN                   4.13
Tuskegee             Alabama State               -36.15                       -37                      0.85
Navy                 Memphis                      -3.98         -3.5           11LOSS                 14.98
Ohio                 Buffalo                      10.15          6.5            5LOSS                  5.15
Utah                 Kansas                       15.85         10.5           10LOSS                  5.85
Iowa                 Nebraska                      5.92          5.5           24WIN                  18.08
Kent State           Northern Illinois            -5.46         -4.5            4LOSS                  9.46
Ole Miss             Mississippi State            12.38          7.5           19WIN                   6.62
Air Force            Colorado State                5.57          2.5           21WIN                  15.43
Georgia              Georgia Tech                 12.61         16.5            7WIN                   5.61
Temple               North Texas                 -27.00        -20.5          -27WIN                   0.00
San Diego State      New Mexico                    2.47          1.5           -6LOSS                  8.47
Boise State          Utah State                    3.59          1.5            1LOSS                  2.59
Texas A&M            Texas                         4.64          2.5          -10LOSS                 14.64
Indiana              Purdue                       29.89         28.5           53WIN                  23.11
Arizona              Arizona State                 4.38          1.5           16WIN                  11.62
Toledo               Central Michigan              5.98         10.5           18LOSS                 12.02
Ohio State           Michigan                     10.11          9.5           18WIN                   7.89
Clemson              South Carolina               -2.16         -2.5           14WIN                  16.16
Colorado             Kansas State                -14.83        -16.5          -10WIN                   4.83
East Carolina        FAU                          14.07          7.0           39WIN                  24.93
Kentucky             Louisville                   -9.20         -2.5          -41WIN                  31.80
Ball State           Miami OH                    -24.47        -14.5          -21WIN                   3.47
Miami FL             Pitt                          6.81          6.5           31WIN                  24.19
Texas Tech           West Virginia                34.29         29.5           49WIN                  14.71
Houston              Baylor                        3.94         -2.5            7WIN                   3.06
Iowa State           Oklahoma State               24.68         14.0            7LOSS                 17.68
CCSU                 Rhode Island                -19.43                        -8                     11.43
Harvard              Villanova                    -1.25                       -45                     43.75
Yale                 Youngstown State             -0.70                         1                      1.70
FIU                  Sam Houston                  14.78         11.5           40WIN                  25.22
UTEP                 Delaware                     -9.32         -4.5          -30WIN                  20.68
UCF                  BYU                         -25.84        -17.5          -20WIN                   5.84
Drake                South Dakota                -20.22                       -21                      0.78
New Hampshire        South Dakota State          -10.06                       -38                     27.94
Illinois State       SE Louisiana                  3.10                        18                     14.90
North Dakota         Tennessee Tech                8.43                        25                     16.57
Lamar                Abilene Christian           -18.10                       -18                      0.10
Georgia Southern     Marshall                     -6.04        -10.5            5WIN                  11.04
Georgia State        Old Dominion                -31.70        -28.5          -17LOSS                 14.70
Louisiana Tech       Missouri State                2.04         -2.5           12WIN                   9.96
Southern             Grambling                   -10.68        -13.5            1WIN                  11.68
Western Kentucky     Jax State                    -4.94          1.5           -3WIN                   1.94
Arkansas State       App State                    -1.08         -1.5            1WIN                   2.08
Florida A&M          Mississippi Valley St         7.45         13.5           -4WIN                  11.45
South Alabama        Texas State                 -12.36         -8.5          -23WIN                  10.64
Middle Tennessee     New Mexico State             -8.25         -3.5            7LOSS                 15.25
Boston College       Syracuse                     -3.29          2.5           22LOSS                 25.29
Louisiana-Monroe     Louisiana                   -11.59        -11.5           -3LOSS                  8.59
UAB                  Tulsa                       -13.88         -8.5            7LOSS                 20.88
Wake Forest          Duke                          1.06         -2.5          -17LOSS                 18.06
LSU                  Oklahoma                    -15.31        -11.0           -4LOSS                 11.31
Cincinnati           TCU                          -8.44         -3.0          -22WIN                  13.56
Kennesaw State       Liberty                       3.89          2.5            6WIN                   2.11
Penn State           Rutgers                       7.59         14.0            4WIN                   3.59
Vanderbilt           Tennessee                    -6.12         -2.5           21LOSS                 27.12
Missouri             Arkansas                      5.51          4.5           14WIN                   8.49
Wisconsin            Minnesota                    -3.44          2.5          -10WIN                   6.56
Troy                 Southern Miss                -4.96         -6.5           10WIN                  14.96
Army                 UTSA                         -7.31         -8.5            3WIN                  10.31
Oregon               Washington                   11.59          6.5           12WIN                   0.41
James Madison        Coastal Carolina             22.76         23.5           49LOSS                 26.24
Florida State        Florida                      -3.93         -1.5          -19WIN                  15.07
Oregon State         Washington State            -25.48        -14.0          -24WIN                   1.48
Maryland             Michigan State               -1.19         -4.0          -10LOSS                  8.81
Rice                 USF                         -32.07        -28.5          -49WIN                  16.93
Virginia Tech        Virginia                    -21.87         -8.5          -20WIN                   1.87
Northwestern         Illinois                     -8.54         -7.0           -7WIN                   1.54
North Carolina       NC State                    -19.54         -7.5          -23WIN                   3.46
Alabama              Auburn                        6.48          6.5            7LOSS                  0.52
Charlotte            Tulane                      -42.47        -30.5          -27LOSS                 15.47
UCLA                 USC                         -27.45        -21.5          -19LOSS                  8.45
SMU                  Cal                          11.72         13.5           -3WIN                  14.72
UNLV                 Nevada                       18.16          7.5           25WIN                   6.84
Fresno State         San Jose State                5.72          3.5           27WIN                  21.28
Notre Dame           Stanford                     32.88         32.5           29LOSS                  3.88
Wyoming              Hawai'i                     -16.17         -8.5          -20WIN                   3.83
